sample,total_count,population,count,percentage
sample06047,99449,nk_cell,11396,11.459
sample06048,104934,b_cell,11117,10.594
sample06048,104934,cd4_t_cell,35335,33.674
sample06048,104934,cd8_t_cell,22564,21.503
sample06048,104934,monocyte,24866,23.697
sample06048,104934,nk_cell,11052,10.532
sample06049,99907,b_cell,11190,11.2
sample06049,99907,cd4_t_cell,35314,35.347
sample06049,99907,cd8_t_cell,18433,18.45
sample06049,99907,monocyte,13885,13.898
sample06049,99907,nk_cell,21085,21.105
sample06050,101101,b_cell,9142,9.042
sample06050,101101,cd4_t_cell,26832,26.54
sample06050,101101,cd8_t_cell,24169,23.906
sample06050,101101,monocyte,22396,22.152
sample06050,101101,nk_cell,18562,18.36
sample06051,89701,b_cell,4630,5.162
sample06051,89701,cd4_t_cell,31869,35.528
sample06051,89701,cd8_t_cell,23525,26.226
sample06051,89701,monocyte,17228,19.206
sample06051,89701,nk_cell,12449,13.878
sample06052,90127,b_cell,4920,5.459
sample06052,90127,cd4_t_cell,26124,28.986
sample06052,90127,cd8_t_cell,27590,30.612
sample06052,90127,monocyte,20013,22.205
sample06052,90127,nk_cell,11480,12.738
sample06053,105599,b_cell,10670,10.104
sample06053,105599,cd4_t_cell,26781,25.361
sample06053,105599,cd8_t_cell,25916,24.542
sample06053,105599,monocyte,23365,22.126
sample06053,105599,nk_cell,18867,17.867
sample06054,106333,b_cell,13700,12.884
sample06054,106333,cd4_t_cell,33270,31.288
sample06054,106333,cd8_t_cell,23180,21.799
sample06054,106333,monocyte,19180,18.038
sample06054,106333,nk_cell,17003,15.99
sample06055,99086,b_cell,11077,11.179
sample06055,99086,cd4_t_cell,31171,31.459
sample06055,99086,cd8_t_cell,22590,22.798
sample06055,99086,monocyte,19755,19.937
sample06055,99086,nk_cell,14493,14.627
sample06056,88726,b_cell,14594,16.448
sample06056,88726,cd4_t_cell,24313,27.402
sample06056,88726,cd8_t_cell,19020,21.437
sample06056,88726,monocyte,16647,18.762
sample06056,88726,nk_cell,14152,15.95
sample06057,103180,b_cell,10363,10.044
sample06057,103180,cd4_t_cell,42395,41.088
sample06057,103180,cd8_t_cell,26213,25.405
sample06057,103180,monocyte,15719,15.235
sample06057,103180,nk_cell,8490,8.228
sample06058,96138,b_cell,8633,8.98
sample06058,96138,cd4_t_cell,30625,31.855
sample06058,96138,cd8_t_cell,20368,21.186
sample06058,96138,monocyte,16895,17.574
sample06058,96138,nk_cell,19617,20.405
sample06059,104202,b_cell,9414,9.034
sample06059,104202,cd4_t_cell,36817,35.332
sample06059,104202,cd8_t_cell,19259,18.482
sample06059,104202,monocyte,18016,17.289
sample06059,104202,nk_cell,20696,19.861
sample06060,98191,b_cell,10263,10.452
sample06060,98191,cd4_t_cell,29926,30.477
sample06060,98191,cd8_t_cell,26659,27.15
sample06060,98191,monocyte,18740,19.085
sample06060,98191,nk_cell,12603,12.835
sample06061,109342,b_cell,14708,13.451
sample06061,109342,cd4_t_cell,15590,14.258
sample06061,109342,cd8_t_cell,34404,31.465
sample06061,109342,monocyte,23769,21.738
sample06061,109342,nk_cell,20871,19.088
sample06062,101892,b_cell,4254,4.175
sample06062,101892,cd4_t_cell,24017,23.571
sample06062,101892,cd8_t_cell,26127,25.642
sample06062,101892,monocyte,17357,17.035
sample06062,101892,nk_cell,30137,29.577
sample06063,104035,b_cell,10664,10.25
sample06063,104035,cd4_t_cell,32650,31.384
sample06063,104035,cd8_t_cell,23380,22.473
sample06063,104035,monocyte,27529,26.461
sample06063,104035,nk_cell,9812,9.431
sample06064,101425,b_cell,3307,3.261
sample06064,101425,cd4_t_cell,33663,33.19
sample06064,101425,cd8_t_cell,25781,25.419
sample06064,101425,monocyte,21219,20.921
sample06064,101425,nk_cell,17455,17.21
sample06065,103639,b_cell,10944,10.56
sample06065,103639,cd4_t_cell,32604,31.459
sample06065,103639,cd8_t_cell,23467,22.643
sample06065,103639,monocyte,25540,24.643
sample06065,103639,nk_cell,11084,10.695
sample06066,102623,b_cell,9645,9.398
sample06066,102623,cd4_t_cell,39489,38.48
sample06066,102623,cd8_t_cell,21857,21.298
sample06066,102623,monocyte,17910,17.452
sample06066,102623,nk_cell,13722,13.371
sample06067,93613,b_cell,10692,11.421
sample06067,93613,cd4_t_cell,23112,24.689
sample06067,93613,cd8_t_cell,29235,31.23
sample06067,93613,monocyte,17713,18.922
sample06067,93613,nk_cell,12861,13.738
sample06068,93103,b_cell,14899,16.003
sample06068,93103,cd4_t_cell,32820,35.251
sample06068,93103,cd8_t_cell,21400,22.985
sample06068,93103,monocyte,14499,15.573
sample06068,93103,nk_cell,9485,10.188
sample06069,108736,b_cell,11456,10.536
sample06069,108736,cd4_t_cell,33720,31.011
sample06069,108736,cd8_t_cell,29518,27.146
sample06069,108736,monocyte,24373,22.415
sample06069,108736,nk_cell,9669,8.892
sample06070,104885,b_cell,16530,15.76
sample06070,104885,cd4_t_cell,21359,20.364
sample06070,104885,cd8_t_cell,34979,33.35
sample06070,104885,monocyte,17137,16.339
sample06070,104885,nk_cell,14880,14.187
sample06071,111846,b_cell,9699,8.672
sample06071,111846,cd4_t_cell,43217,38.64
sample06071,111846,cd8_t_cell,24079,21.529
sample06071,111846,monocyte,21890,19.572
sample06071,111846,nk_cell,12961,11.588
sample06072,97309,b_cell,8959,9.207
sample06072,97309,cd4_t_cell,29105,29.91
sample06072,97309,cd8_t_cell,20227,20.786
sample06072,97309,monocyte,28288,29.07
sample06072,97309,nk_cell,10730,11.027
sample06073,93618,b_cell,16146,17.247
sample06073,93618,cd4_t_cell,25959,27.729
sample06073,93618,cd8_t_cell,23912,25.542
sample06073,93618,monocyte,14008,14.963
sample06073,93618,nk_cell,13593,14.52
sample06074,101191,b_cell,10168,10.048
sample06074,101191,cd4_t_cell,27283,26.962
sample06074,101191,cd8_t_cell,20405,20.165
sample06074,101191,monocyte,29625,29.276
sample06074,101191,nk_cell,13710,13.549
sample06075,90836,b_cell,8183,9.009
sample06075,90836,cd4_t_cell,29295,32.25
sample06075,90836,cd8_t_cell,28846,31.756
sample06075,90836,monocyte,17056,18.777
sample06075,90836,nk_cell,7456,8.208
sample06076,106738,b_cell,14091,13.201
sample06076,106738,cd4_t_cell,34284,32.12
sample06076,106738,cd8_t_cell,22664,21.233
sample06076,106738,monocyte,20465,19.173
sample06076,106738,nk_cell,15234,14.272
sample06077,89600,b_cell,11588,12.933
sample06077,89600,cd4_t_cell,25577,28.546
sample06077,89600,cd8_t_cell,19571,21.843
sample06077,89600,monocyte,22216,24.795
sample06077,89600,nk_cell,10648,11.884
sample06078,106491,b_cell,17114,16.071
sample06078,106491,cd4_t_cell,37300,35.026
sample06078,106491,cd8_t_cell,25819,24.245
sample06078,106491,monocyte,16016,15.04
sample06078,106491,nk_cell,10242,9.618
sample06079,103533,b_cell,9297,8.98
sample06079,103533,cd4_t_cell,31507,30.432
sample06079,103533,cd8_t_cell,30898,29.844
sample06079,103533,monocyte,21189,20.466
sample06079,103533,nk_cell,10642,10.279
sample06080,103884,b_cell,9316,8.968
sample06080,103884,cd4_t_cell,30710,29.562
sample06080,103884,cd8_t_cell,25392,24.443
sample06080,103884,monocyte,24937,24.005
sample06080,103884,nk_cell,13529,13.023
sample06081,90462,b_cell,6540,7.23
sample06081,90462,cd4_t_cell,28432,31.43
sample06081,90462,cd8_t_cell,25742,28.456
sample06081,90462,monocyte,17711,19.578
sample06081,90462,nk_cell,12037,13.306
sample06082,96738,b_cell,10729,11.091
sample06082,96738,cd4_t_cell,25558,26.42
sample06082,96738,cd8_t_cell,26614,27.511
sample06082,96738,monocyte,21444,22.167
sample06082,96738,nk_cell,12393,12.811
sample06083,101123,b_cell,10544,10.427
sample06083,101123,cd4_t_cell,31813,31.46
sample06083,101123,cd8_t_cell,25185,24.905
sample06083,101123,monocyte,18991,18.78
sample06083,101123,nk_cell,14590,14.428
sample06084,92219,b_cell,6230,6.756
sample06084,92219,cd4_t_cell,36909,40.023
sample06084,92219,cd8_t_cell,23588,25.578
sample06084,92219,monocyte,18134,19.664
sample06084,92219,nk_cell,7358,7.979
sample06085,95667,b_cell,15446,16.146
sample06085,95667,cd4_t_cell,27561,28.809
sample06085,95667,cd8_t_cell,20163,21.076
sample06085,95667,monocyte,15184,15.872
sample06085,95667,nk_cell,17313,18.097
sample06086,102351,b_cell,11258,10.999
sample06086,102351,cd4_t_cell,36776,35.931
sample06086,102351,cd8_t_cell,21582,21.086
sample06086,102351,monocyte,11491,11.227
sample06086,102351,nk_cell,21244,20.756
sample06087,99790,b_cell,6838,6.852
sample06087,99790,cd4_t_cell,18837,18.877
sample06087,99790,cd8_t_cell,27912,27.971
sample06087,99790,monocyte,21607,21.652
sample06087,99790,nk_cell,24596,24.648
sample06088,95516,b_cell,7421,7.769
sample06088,95516,cd4_t_cell,31183,32.647
sample06088,95516,cd8_t_cell,20770,21.745
sample06088,95516,monocyte,24385,25.53
sample06088,95516,nk_cell,11757,12.309
sample06089,95821,b_cell,10075,10.514
sample06089,95821,cd4_t_cell,31146,32.504
sample06089,95821,cd8_t_cell,27909,29.126
sample06089,95821,monocyte,11898,12.417
sample06089,95821,nk_cell,14793,15.438
sample06090,108124,b_cell,10460,9.674
sample06090,108124,cd4_t_cell,33665,31.136
sample06090,108124,cd8_t_cell,24352,22.522
sample06090,108124,monocyte,17097,15.812
sample06090,108124,nk_cell,22550,20.856
sample06091,98857,b_cell,11096,11.224
sample06091,98857,cd4_t_cell,34486,34.885
sample06091,98857,cd8_t_cell,21548,21.797
sample06091,98857,monocyte,16798,16.992
sample06091,98857,nk_cell,14929,15.102
sample06092,104164,b_cell,6424,6.167
sample06092,104164,cd4_t_cell,38545,37.004
sample06092,104164,cd8_t_cell,24944,23.947
sample06092,104164,monocyte,26188,25.141
sample06092,104164,nk_cell,8063,7.741
sample06093,106351,b_cell,9259,8.706
sample06093,106351,cd4_t_cell,36979,34.771
sample06093,106351,cd8_t_cell,26735,25.138
sample06093,106351,monocyte,19336,18.181
sample06093,106351,nk_cell,14042,13.203
sample06094,97184,b_cell,12222,12.576
sample06094,97184,cd4_t_cell,28846,29.682
sample06094,97184,cd8_t_cell,20998,21.606
sample06094,97184,monocyte,19600,20.168
sample06094,97184,nk_cell,15518,15.968
sample06095,96835,b_cell,5054,5.219
sample06095,96835,cd4_t_cell,30481,31.477
sample06095,96835,cd8_t_cell,23132,23.888
sample06095,96835,monocyte,15736,16.25
sample06095,96835,nk_cell,22432,23.165
sample06096,95428,b_cell,17087,17.906
sample06096,95428,cd4_t_cell,21255,22.273
sample06096,95428,cd8_t_cell,22406,23.479
sample06096,95428,monocyte,21073,22.083
sample06096,95428,nk_cell,13607,14.259
sample06097,92877,b_cell,14953,16.1
sample06097,92877,cd4_t_cell,31782,34.219
sample06097,92877,cd8_t_cell,18332,19.738
sample06097,92877,monocyte,10692,11.512
sample06097,92877,nk_cell,17118,18.431
sample06098,94580,b_cell,17173,18.157
sample06098,94580,cd4_t_cell,27620,29.203
sample06098,94580,cd8_t_cell,19482,20.598
sample06098,94580,monocyte,16340,17.276
sample06098,94580,nk_cell,13965,14.765
sample06099,103331,b_cell,6984,6.759
sample06099,103331,cd4_t_cell,34530,33.417
sample06099,103331,cd8_t_cell,20006,19.361
sample06099,103331,monocyte,24079,23.303
sample06099,103331,nk_cell,17732,17.16
sample06100,90998,b_cell,11556,12.699
sample06100,90998,cd4_t_cell,26837,29.492
sample06100,90998,cd8_t_cell,22335,24.544
sample06100,90998,monocyte,19014,20.895
sample06100,90998,nk_cell,11256,12.37
sample06101,104070,b_cell,15490,14.884
sample06101,104070,cd4_t_cell,31513,30.281
sample06101,104070,cd8_t_cell,23943,23.007
sample06101,104070,monocyte,17807,17.111
sample06101,104070,nk_cell,15317,14.718
sample06102,94465,b_cell,10837,11.472
sample06102,94465,cd4_t_cell,26343,27.887
sample06102,94465,cd8_t_cell,20465,21.664
sample06102,94465,monocyte,19066,20.183
sample06102,94465,nk_cell,17754,18.794
sample06103,98555,b_cell,7740,7.853
sample06103,98555,cd4_t_cell,35354,35.872
sample06103,98555,cd8_t_cell,20903,21.209
sample06103,98555,monocyte,22304,22.631
sample06103,98555,nk_cell,12254,12.434
sample06104,107129,b_cell,10128,9.454
sample06104,107129,cd4_t_cell,32420,30.263
sample06104,107129,cd8_t_cell,23986,22.39
sample06104,107129,monocyte,20619,19.247
sample06104,107129,nk_cell,19976,18.647
sample06105,94015,b_cell,10593,11.267
sample06105,94015,cd4_t_cell,31077,33.055
sample06105,94015,cd8_t_cell,24130,25.666
sample06105,94015,monocyte,14829,15.773
sample06105,94015,nk_cell,13386,14.238
sample06106,92115,b_cell,13762,14.94
sample06106,92115,cd4_t_cell,28623,31.073
sample06106,92115,cd8_t_cell,24067,26.127
sample06106,92115,monocyte,14009,15.208
sample06106,92115,nk_cell,11654,12.652
sample06107,107209,b_cell,10570,9.859
sample06107,107209,cd4_t_cell,35812,33.404
sample06107,107209,cd8_t_cell,19320,18.021
sample06107,107209,monocyte,24865,23.193
sample06107,107209,nk_cell,16642,15.523
sample06108,97281,b_cell,6795,6.985
sample06108,97281,cd4_t_cell,36672,37.697
sample06108,97281,cd8_t_cell,20729,21.308
sample06108,97281,monocyte,14812,15.226
sample06108,97281,nk_cell,18273,18.784
sample06109,111768,b_cell,6219,5.564
sample06109,111768,cd4_t_cell,38060,34.053
sample06109,111768,cd8_t_cell,31350,28.049
sample06109,111768,monocyte,16397,14.671
sample06109,111768,nk_cell,19742,17.663
sample06110,104418,b_cell,6083,5.826
sample06110,104418,cd4_t_cell,26767,25.634
sample06110,104418,cd8_t_cell,33651,32.227
sample06110,104418,monocyte,22850,21.883
sample06110,104418,nk_cell,15067,14.43
sample06111,96842,b_cell,9738,10.056
sample06111,96842,cd4_t_cell,27936,28.847
sample06111,96842,cd8_t_cell,25679,26.516
sample06111,96842,monocyte,18799,19.412
sample06111,96842,nk_cell,14690,15.169
sample06112,101840,b_cell,6854,6.73
sample06112,101840,cd4_t_cell,31087,30.525
sample06112,101840,cd8_t_cell,24972,24.521
sample06112,101840,monocyte,21428,21.041
sample06112,101840,nk_cell,17499,17.183
sample06113,101047,b_cell,9682,9.582
sample06113,101047,cd4_t_cell,41814,41.381
sample06113,101047,cd8_t_cell,16732,16.559
sample06113,101047,monocyte,23587,23.343
sample06113,101047,nk_cell,9232,9.136
sample06114,104307,b_cell,7154,6.859
sample06114,104307,cd4_t_cell,27449,26.316
sample06114,104307,cd8_t_cell,26799,25.692
sample06114,104307,monocyte,25379,24.331
sample06114,104307,nk_cell,17526,16.802
sample06115,94471,b_cell,12533,13.267
sample06115,94471,cd4_t_cell,26258,27.795
sample06115,94471,cd8_t_cell,16817,17.801
sample06115,94471,monocyte,23919,25.319
sample06115,94471,nk_cell,14944,15.819
sample06116,97215,b_cell,10820,11.13
sample06116,97215,cd4_t_cell,34143,35.121
sample06116,97215,cd8_t_cell,18531,19.062
sample06116,97215,monocyte,19240,19.791
sample06116,97215,nk_cell,14481,14.896
sample06117,108336,b_cell,14577,13.455
sample06117,108336,cd4_t_cell,33438,30.865
sample06117,108336,cd8_t_cell,27249,25.152
sample06117,108336,monocyte,18261,16.856
sample06117,108336,nk_cell,14811,13.671
sample06118,106926,b_cell,6814,6.373
sample06118,106926,cd4_t_cell,20622,19.286
sample06118,106926,cd8_t_cell,35785,33.467
sample06118,106926,monocyte,21699,20.293
sample06118,106926,nk_cell,22006,20.581
sample06119,93251,b_cell,9681,10.382
sample06119,93251,cd4_t_cell,27810,29.823
sample06119,93251,cd8_t_cell,28149,30.186
sample06119,93251,monocyte,14070,15.088
sample06119,93251,nk_cell,13541,14.521
sample06120,101192,b_cell,11697,11.559
sample06120,101192,cd4_t_cell,33157,32.766
sample06120,101192,cd8_t_cell,30062,29.708
sample06120,101192,monocyte,15703,15.518
sample06120,101192,nk_cell,10573,10.448
sample06121,108197,b_cell,13662,12.627
sample06121,108197,cd4_t_cell,35355,32.677
sample06121,108197,cd8_t_cell,24388,22.54
sample06121,108197,monocyte,22482,20.779
sample06121,108197,nk_cell,12310,11.377
sample06122,106817,b_cell,14222,13.314
sample06122,106817,cd4_t_cell,31032,29.052
sample06122,106817,cd8_t_cell,26181,24.51
sample06122,106817,monocyte,20551,19.239
sample06122,106817,nk_cell,14831,13.884
sample06123,103826,b_cell,6351,6.117
sample06123,103826,cd4_t_cell,34946,33.658
sample06123,103826,cd8_t_cell,28626,27.571
sample06123,103826,monocyte,16381,15.777
sample06123,103826,nk_cell,17522,16.876
sample06124,91985,b_cell,6525,7.094
sample06124,91985,cd4_t_cell,26389,28.688
sample06124,91985,cd8_t_cell,37588,40.863
sample06124,91985,monocyte,14642,15.918
sample06124,91985,nk_cell,6841,7.437
sample06125,93254,b_cell,10971,11.765
sample06125,93254,cd4_t_cell,32981,35.367
sample06125,93254,cd8_t_cell,24467,26.237
sample06125,93254,monocyte,13737,14.731
sample06125,93254,nk_cell,11098,11.901
sample06126,95351,b_cell,14950,15.679
sample06126,95351,cd4_t_cell,33586,35.224
sample06126,95351,cd8_t_cell,25727,26.981
sample06126,95351,monocyte,10062,10.553
sample06126,95351,nk_cell,11026,11.564
sample06127,98630,b_cell,11952,12.118
sample06127,98630,cd4_t_cell,27014,27.389
sample06127,98630,cd8_t_cell,23674,24.003
sample06127,98630,monocyte,20135,20.415
sample06127,98630,nk_cell,15855,16.075
sample06128,108536,b_cell,16058,14.795
sample06128,108536,cd4_t_cell,34822,32.083
sample06128,108536,cd8_t_cell,17893,16.486
sample06128,108536,monocyte,23831,21.957
sample06128,108536,nk_cell,15932,14.679
sample06129,106767,b_cell,9093,8.517
sample06129,106767,cd4_t_cell,39740,37.221
sample06129,106767,cd8_t_cell,22717,21.277
sample06129,106767,monocyte,12720,11.914
sample06129,106767,nk_cell,22497,21.071
sample06130,111604,b_cell,9482,8.496
sample06130,111604,cd4_t_cell,30286,27.137
sample06130,111604,cd8_t_cell,34479,30.894
sample06130,111604,monocyte,19020,17.042
sample06130,111604,nk_cell,18337,16.43
sample06131,111201,b_cell,14182,12.753
sample06131,111201,cd4_t_cell,29153,26.216
sample06131,111201,cd8_t_cell,26070,23.444
sample06131,111201,monocyte,29115,26.182
sample06131,111201,nk_cell,12681,11.404
sample06132,101447,b_cell,11961,11.79
sample06132,101447,cd4_t_cell,34475,33.983
sample06132,101447,cd8_t_cell,20332,20.042
sample06132,101447,monocyte,24984,24.628
sample06132,101447,nk_cell,9695,9.557
sample06133,101221,b_cell,11611,11.471
sample06133,101221,cd4_t_cell,26561,26.241
sample06133,101221,cd8_t_cell,25045,24.743
sample06133,101221,monocyte,18994,18.765
sample06133,101221,nk_cell,19010,18.781
sample06134,103458,b_cell,9963,9.63
sample06134,103458,cd4_t_cell,34110,32.97
sample06134,103458,cd8_t_cell,21302,20.59
sample06134,103458,monocyte,22246,21.502
sample06134,103458,nk_cell,15837,15.308
sample06135,97152,b_cell,11861,12.209
sample06135,97152,cd4_t_cell,28204,29.031
sample06135,97152,cd8_t_cell,25254,25.994
sample06135,97152,monocyte,18268,18.804
sample06135,97152,nk_cell,13565,13.963
sample06136,93676,b_cell,10264,10.957
sample06136,93676,cd4_t_cell,28571,30.5
sample06136,93676,cd8_t_cell,24672,26.338
sample06136,93676,monocyte,17482,18.662
sample06136,93676,nk_cell,12687,13.543
sample06137,97280,b_cell,9927,10.205
sample06137,97280,cd4_t_cell,27754,28.53
sample06137,97280,cd8_t_cell,22763,23.399
sample06137,97280,monocyte,18322,18.834
sample06137,97280,nk_cell,18514,19.032
sample06138,109072,b_cell,15808,14.493
sample06138,109072,cd4_t_cell,31317,28.712
sample06138,109072,cd8_t_cell,24345,22.32
sample06138,109072,monocyte,25499,23.378
sample06138,109072,nk_cell,12103,11.096
sample06139,102452,b_cell,8249,8.052
sample06139,102452,cd4_t_cell,27073,26.425
sample06139,102452,cd8_t_cell,26234,25.606
sample06139,102452,monocyte,14063,13.726
sample06139,102452,nk_cell,26833,26.191
sample06140,92130,b_cell,9382,10.183
sample06140,92130,cd4_t_cell,28019,30.412
sample06140,92130,cd8_t_cell,27521,29.872
sample06140,92130,monocyte,15896,17.254
sample06140,92130,nk_cell,11312,12.278
sample06141,98383,b_cell,11119,11.302
sample06141,98383,cd4_t_cell,24169,24.566
sample06141,98383,cd8_t_cell,27518,27.97
sample06141,98383,monocyte,17743,18.035
sample06141,98383,nk_cell,17834,18.127
sample06142,106720,b_cell,12531,11.742
sample06142,106720,cd4_t_cell,25996,24.359
sample06142,106720,cd8_t_cell,28542,26.745
sample06142,106720,monocyte,21457,20.106
